index,label
4061,5
6955,7
2201,5
6238,8
6786,3
6950,8
8904,5
4492,8
7920,9
7868,8
1087,6
875,8
8637,4
2215,0
1761,1
4158,7
9510,1
7856,6
8256,8
7387,1
3312,9
3522,2
5457,8
5923,0
2700,9
8023,3
1866,8
7872,9
9170,0
5120,9
9334,7
9886,4
6353,2
5074,0
4386,6
3744,4
4201,1
1024,3
2389,6
64,6
5679,0
2072,6
9266,8
7575,8
931,2
1008,9
8423,6
8537,0
1045,5
2596,9
3684,9
1356,2
9130,8
1455,6
5146,0
279,3
1251,2
1896,9
6893,3
5859,2
8917,0
74,0
8044,9
4741,1
8937,7
9763,1
4936,3
1558,4
2923,3
4942,5
5023,2
156,2
3074,1
8774,3
7218,9
226,6
8246,8
1151,2
9179,1
2184,9
2100,2
2282,9
6027,3
3701,1
9024,0
3956,3
3222,4
6549,0
1300,4
3121,9
6805,1
5403,7
1993,3
6192,6
1057,7
8349,4
1520,7
5712,2
3605,6
8810,2
5245,1
5918,1
5512,9
25,2
7844,9
3688,5
261,1
752,9
3495,2
6046,2
4647,1
6618,0
3710,2
2715,0
2030,4
4497,8
9854,9
7305,6
8597,5
6704,1
7380,7
3135,7
4985,4
9720,8
6611,8
798,7
4723,9
2910,8
8657,6
9124,0
1954,2
346,4
8004,7
2443,2
8964,0
1204,6
6900,3
6561,9
7338,5
5357,0
631,5
183,2
263,7
2497,9
9672,7
174,9
4778,6
2780,7
2738,4
7236,1
8359,2
7677,6
8631,2
8251,3
9923,7
1069,6
4914,3
8792,6
6499,7
3629,1
5477,2
5302,0
604,1
219,2
1968,8
6169,5
517,9
5668,7
3559,4
9140,7
9210,7
8258,3
2597,2
32,4
7618,3
5349,3
4017,5
3650,0
4895,1
5048,1
3483,0
1400,5
5812,4
1988,5
8342,1
26,4
7084,4
5285,1
3134,7
8400,0
3597,6
8486,4
2918,2
1106,9
5717,6
7679,6
7881,3
2147,7
8878,8
5296,4
4607,1
4409,8
258,0
2722,5
2179,1
6607,7
5343,3
5581,6
9473,0
4975,3
5373,2
6986,5
5199,6
47,9
3372,1
1457,1
4153,0
8043,0
5144,0
3409,9
8289,5
3245,7
6646,5
2326,7
7372,5
5288,4
7843,0
7598,3
4904,9
2273,5
8135,7
6337,9
4460,9
8580,3
2112,1
3259,3
6404,7
3055,9
1930,1
6642,9
6612,7
7336,5
3061,7
4071,3
8440,5
2920,2
7729,9
2704,0
4601,2
4359,2
3307,9
7249,9
1425,4
3478,4
1231,9
3946,8
7564,8
9802,0
6010,1
9465,5
6789,1
4928,9
1537,4
2454,1
6352,2
9564,9
8378,5
9525,2
3857,1
5860,0
7535,1
2286,3
6609,5
9453,3
1513,6
7492,9
5299,7
7314,3
2888,7
4010,7
6259,5
5305,7
8979,5
6976,3
1526,4
1246,7
4424,1
6933,0
2639,6
3563,6
2680,0
6058,1
4867,9
8148,9
2311,7
8639,7
2367,4
7308,4
9878,5
1955,2
7290,6
7512,9
6958,7
1800,4
2708,4
8546,8
9443,5
9079,1
2475,6
2375,0
8704,8
2203,6
7245,4
1239,5
9032,9
7632,0
2294,1
8805,9
3786,7
4446,0
4896,7
3474,2
5108,1
3844,2
9139,4
344,8
7391,4
8388,1
3338,0
4075,2
7157,5
2079,0
863,3
6633,0
3623,5
2459,5
8292,9
7765,8
2757,1
7603,9
7597,9
9630,6
976,6
4237,1
1706,1
8260,1
8352,5
5667,1
8203,3
7940,2
1380,4
5374,0
41,6
7628,4
2278,9
551,5
8271,3
9275,8
3373,6
5171,2
5830,5
9925,4
1468,3
7227,7
4443,4
336,3
2579,8
6943,4
1495,2
6140,9
7489,3
9698,7
