image id,true label,confidence,prediction
15,8,0.9911996136536934,"[0.0010644480725169369, 0.00018376850262887025, 5.2402480833884865e-05, 3.385272381177691e-05, 0.00013803372783840066, 3.3730071835270124e-05, 0.007195765983812102, 2.2122424735566318e-05, 0.9911996136536934, 7.626235829390261e-05]"
16,5,0.9999726684770364,"[2.2362137831385722e-07, 6.917206734234735e-07, 1.5443661070564685e-06, 3.000781663704459e-06, 7.238422950838704e-07, 0.9999726684770364, 5.002540457548481e-07, 1.991375118571509e-05, 3.1318274490066284e-07, 4.200028697171995e-07]"
17,7,0.999984426926858,"[1.1546737911649318e-06, 4.691405409082887e-07, 6.672500620581405e-07, 2.2104138946164717e-06, 4.21411243806646e-06, 9.213487959041456e-07, 1.0307442938643425e-06, 0.999984426926858, 8.355766698012781e-07, 4.0698126556418784e-06]"
18,8,0.9999513718985964,"[1.226991747974891e-05, 1.1873216163188104e-05, 2.602623917686887e-06, 1.7076862377731085e-06, 2.5466138101162813e-06, 1.4422729266815182e-06, 3.4070220024022137e-06, 2.7279153502943255e-06, 0.9999513718985964, 1.0050833515773516e-05]"
19,6,0.9999284905343767,"[2.038448095442413e-06, 4.6933917693749424e-06, 1.1057800811213602e-05, 6.9903302791396275e-06, 2.301540716779719e-05, 5.947609199818773e-06, 0.9999284905343767, 3.304345865919163e-06, 9.895029302131437e-06, 4.5671031326613335e-06]"
20,7,0.9997947648928757,"[2.5559582222577008e-05, 8.29245663254721e-06, 7.4084676780416056e-06, 1.9307789087610076e-05, 1.616971153729891e-05, 7.062772370199999e-05, 6.237676276600966e-06, 0.9997947648928757, 2.489354337603627e-06, 4.9142345650086696e-05]"
21,0,0.9998706391633719,"[0.9998706391633719, 1.0221192568996504e-05, 3.2668314917248345e-05, 1.677506101273534e-05, 7.2408828711720136e-06, 6.8083633147269e-06, 6.258038108990421e-06, 8.198493359314958e-06, 2.1368885620985153e-05, 1.98216048540127e-05]"
22,4,0.9994568625725565,"[0.00017967043548458794, 7.514121149867103e-06, 3.439840230608721e-05, 9.074671600002992e-05, 0.9994568625725565, 1.9665824083207864e-05, 4.4332308064343995e-05, 4.331333306026075e-05, 0.00011613408942249695, 7.362197872559126e-06]"
23,9,0.9999635705687125,"[3.5091431943981845e-06, 1.4128565911705763e-05, 7.034233988705026e-07, 3.109403355311366e-06, 8.517570543500229e-07, 1.4986405474758082e-06, 1.904949781120854e-06, 5.608200531103971e-06, 5.1153475131695996e-06, 0.9999635705687125]"
24,5,0.9999223880492395,"[1.997320792779993e-07, 8.288005911342853e-07, 1.569124858372841e-06, 1.8412695590359886e-06, 6.587062294875942e-05, 0.9999223880492395, 4.529322270483957e-07, 5.221049340021845e-06, 2.5000212423427017e-07, 1.3784170326975697e-06]"
25,2,0.9998937009647446,"[9.051742580354324e-06, 6.51364848795476e-07, 0.9998937009647446, 1.6088559075826092e-06, 7.867326204223382e-06, 7.669454574726217e-05, 2.2437032070597955e-06, 5.9612293581285616e-06, 1.4988411600615905e-06, 7.214262419399485e-07]"
26,4,0.9998055825542168,"[2.708347758259082e-06, 1.5729596655778704e-06, 6.189577555090401e-06, 6.434104806385036e-06, 0.9998055825542168, 1.571196972001086e-05, 3.83721601307598e-06, 0.0001490168097772603, 2.0472390846005734e-06, 6.899221402943411e-06]"
27,0,0.9999939747721678,"[0.9999939747721678, 4.5157053350039847e-07, 1.390875557484864e-06, 4.3685550358368384e-07, 7.439222854085912e-07, 3.395623509767005e-07, 4.1455660418447006e-07, 7.834393670692819e-07, 4.3718585016563295e-07, 1.027259779901355e-06]"
28,9,0.9999984813146594,"[7.411346924503895e-08, 9.039273281246284e-07, 2.497266045359098e-08, 5.123398784971683e-08, 2.5538936182042363e-08, 1.7382750911859645e-08, 7.580533041503228e-08, 2.22666636753098e-07, 1.2304424054140347e-07, 0.9999984813146594]"
29,6,0.9999446367949912,"[2.682737210334127e-06, 5.091330304031895e-06, 1.3318549397390952e-05, 7.510199197892069e-06, 9.709619162481312e-06, 5.3554214468576705e-06, 0.9999446367949912, 5.496831150319297e-06, 3.5411671856876763e-06, 2.657349953984747e-06]"
30,6,0.9998238819085993,"[3.6758797342549063e-06, 3.4825770784596856e-06, 1.3389152390691693e-05, 0.00013780789201708844, 4.294445585400211e-06, 6.760045910657221e-06, 0.9998238819085993, 3.608688367037718e-06, 1.705850682564097e-06, 1.3935596345855841e-06]"
31,5,0.9998252497230883,"[2.688906463806712e-06, 5.3694404776266426e-06, 9.446341883673758e-06, 1.6162135560491715e-05, 6.323751114378235e-05, 0.9998252497230883, 2.96606815819848e-05, 4.2678527173168285e-05, 2.255973322677789e-06, 3.2507593044044265e-06]"
32,4,0.9998893431285208,"[3.4452605105707558e-06, 1.5138743297167694e-06, 2.8379089113690108e-05, 2.39060033858009e-05, 0.9998893431285208, 1.4904389327361933e-05, 1.0948146013855604e-05, 2.0681557814918453e-05, 4.4291125815617254e-06, 2.4494384015916598e-06]"
33,5,0.9998151809538947,"[2.842558879783573e-06, 4.318345106252952e-06, 2.938963573011609e-05, 1.1866779143286172e-05, 8.158221729891543e-05, 0.9998151809538947, 8.424777383738288e-06, 3.1728999055306865e-05, 1.086690602136092e-05, 3.7988274868136636e-06]"
34,9,0.9999516028549015,"[8.342910826415913e-06, 1.2288907064054989e-05, 1.2137501986900186e-06, 4.218201390302701e-06, 1.4887681418174817e-06, 1.4373294125083656e-06, 1.8593711726805037e-06, 9.535166690061278e-06, 8.01274020204631e-06, 0.9999516028549015]"
35,2,0.9999070355996669,"[2.099687841566374e-06, 5.197184967085716e-06, 0.9999070355996669, 4.219507432715611e-05, 4.212865075744938e-06, 6.744110009909962e-06, 8.266163691899877e-06, 5.4192707372831275e-06, 1.7103475094868647e-05, 1.7265685876916964e-06]"
36,4,0.9996171331544764,"[7.55698001152179e-07, 8.898125008670257e-07, 2.6572806110053313e-06, 1.252803107597042e-06, 0.9996171331544764, 1.2249360233525043e-05, 1.6958887693543683e-06, 0.0003613923138940615, 1.3782040486500818e-06, 5.954843574524138e-07]"
37,1,0.9900938719095831,"[0.00013241992125103262, 0.9900938719095831, 1.0580609428345227e-05, 3.46479825499306e-05, 1.9091213809851623e-05, 1.4867319993951763e-05, 4.140668609958632e-05, 6.951158268570347e-05, 0.00025659514450884107, 0.00932700763008976]"
38,9,0.9999651280670745,"[3.4808129000522005e-06, 5.3432704918355285e-06, 6.486442382197446e-07, 5.90979616552811e-06, 4.413591292135205e-07, 1.255049009027727e-06, 1.3019187121473247e-06, 1.2003183033854114e-05, 4.487899245641235e-06, 0.9999651280670745]"
39,5,0.999944109337736,"[2.9694371208019944e-06, 3.2780020561324616e-06, 2.0226438463812304e-06, 1.0899609723253798e-05, 8.572103929113349e-06, 0.999944109337736, 5.24548970872204e-06, 1.0875033918209651e-05, 8.473299962752736e-06, 3.5550419986733073e-06]"
40,4,0.9998549961850539,"[3.415076391937759e-05, 2.3188272978896785e-06, 7.15480862686765e-05, 5.529424347380417e-06, 0.9998549961850539, 3.917101728232178e-06, 8.909387776721234e-06, 1.5403136837455668e-05, 1.8762316037359256e-06, 1.350855166477875e-06]"
41,6,0.999956629651474,"[2.0077845957480895e-06, 3.5689807301242998e-06, 9.55504680680767e-06, 6.880321274984535e-06, 2.0209102364413222e-06, 1.0062627385879679e-05, 0.999956629651474, 3.2063338424838255e-06, 2.4066928107947318e-06, 3.6616508426529915e-06]"
42,5,0.9996064348443822,"[1.821505437413627e-05, 4.4294927321508115e-05, 1.6804512283371136e-05, 8.04218596577136e-05, 2.4333773437324554e-05, 0.9996064348443822, 9.60061829269987e-06, 9.616759347548207e-05, 9.228473055935462e-05, 1.1442086216402261e-05]"
43,6,0.9998965771911091,"[2.0171565244245005e-06, 6.952090612242511e-06, 8.55709628372121e-06, 3.917537126397735e-05, 7.082834059930027e-06, 1.784659961601981e-05, 0.9998965771911091, 4.574146149524554e-06, 1.4064157276532677e-05, 3.1533571045651065e-06]"
44,0,0.9999477424757427,"[0.9999477424757427, 6.869288986342837e-06, 9.04634285641175e-06, 1.917217838851467e-06, 2.8731505904799123e-06, 3.072099439872061e-06, 1.319568946433618e-06, 7.634937503015112e-06, 9.226244617070416e-06, 1.029867347891014e-05]"
45,9,0.9999353574115598,"[5.967584367376511e-06, 2.4693952116548945e-05, 1.698178233860731e-06, 5.839298103578488e-06, 1.667745899275451e-06, 1.4871656453444416e-06, 2.10133462491848e-06, 1.3723172152853442e-05, 7.464157296579604e-06, 0.9999353574115598]"
46,3,0.9915048110303526,"[1.9060486654124114e-05, 2.2127289620574437e-05, 3.4239409622929335e-05, 0.9915048110303526, 0.00032696082163175894, 0.0059658113826369505, 0.0018406639922923607, 0.00010099315265768655, 0.00014081190980810756, 4.452052472317934e-05]"
47,9,0.9996089525068046,"[2.3682303084773273e-05, 3.882234120794332e-05, 2.4163965892285008e-06, 4.759652363325586e-06, 1.7201536884977835e-06, 9.289560750784706e-07, 9.28339154621985e-06, 4.593559500012057e-05, 0.00026349870364025894, 0.9996089525068046]"
48,7,0.9999301360062833,"[2.071614026407688e-06, 7.270120388588848e-06, 3.2528665332005133e-06, 2.705179760694181e-06, 3.608982500156551e-05, 1.0337320741517836e-05, 2.893128344961562e-06, 0.9999301360062833, 1.3136415698191259e-06, 3.930297350059091e-06]"
49,6,0.9999322305226996,"[3.6110934975862807e-06, 5.310886563139175e-06, 8.344555216073048e-06, 7.977558132126198e-06, 1.9333154843557595e-05, 8.100496598717965e-06, 0.9999322305226996, 5.442575342845717e-06, 5.094116238299505e-06, 4.555040867890306e-06]"
50,9,0.9999795386380398,"[7.254611880339775e-06, 3.009692466210093e-06, 4.442931774822551e-07, 4.0811499657363595e-07, 5.448990356336418e-07, 3.534516089141358e-07, 2.240720251425948e-06, 1.4846667376011246e-06, 4.720911805919897e-06, 0.9999795386380398]"
51,8,0.999971432660773,"[2.8145206864616446e-06, 1.4995206581004145e-06, 8.753723815679921e-07, 4.579413705429656e-07, 4.541059466891061e-06, 4.612360420881977e-07, 9.924892855667766e-06, 6.473218626506699e-07, 0.999971432660773, 7.345473903143968e-06]"
52,0,0.9540150205759781,"[0.9540150205759781, 0.00011403579094195917, 0.0011243663752869533, 0.0004411626791044168, 0.0004370305904854414, 0.03642890135868175, 0.0002551521200701163, 0.000735616653705808, 0.00047336769960040455, 0.005975346156145192]"
53,3,0.9998897094441132,"[1.0890269697355958e-06, 3.124672047097087e-06, 6.340465690148128e-06, 0.9998897094441132, 4.927838176664803e-06, 4.460805304688333e-05, 5.073795416192044e-06, 1.7930372911130946e-05, 1.052069289177056e-06, 2.6144262339598086e-05]"
54,8,0.9999822754222532,"[7.38525729457471e-06, 2.8534783085201324e-06, 8.745863297079732e-07, 5.245248284086249e-07, 8.281618333772029e-07, 3.245359850480602e-07, 1.0333664373944283e-06, 6.911369901401593e-07, 0.9999822754222532, 3.2095297397423747e-06]"
55,8,0.9999947299037681,"[7.794557384826873e-07, 1.880065600129468e-06, 4.0813034313187124e-07, 1.843999395513273e-07, 2.372897755719736e-07, 4.6676221264820976e-07, 5.313532364426047e-07, 1.6454567677537455e-07, 0.9999947299037681, 6.180937090128453e-07]"
56,7,0.9999932561427308,"[1.1122947590263047e-07, 1.0535505452728137e-07, 1.1183808943935676e-06, 2.9522526959218765e-06, 1.227969034128212e-06, 6.66812727431924e-07, 1.503235672064447e-07, 0.9999932561427308, 5.0827356898883e-08, 3.607064628818937e-07]"
57,7,0.9997647493006425,"[1.6842135757871512e-06, 4.25181647628117e-06, 3.5498797857623952e-06, 0.00010196855823618981, 2.462416098912672e-05, 8.668010017887652e-05, 5.724908251489419e-06, 0.9997647493006425, 1.7387239053274377e-06, 5.028337958845891e-06]"
60,7,0.9999633850819649,"[9.58542780377199e-07, 2.528911269535446e-06, 1.7867728306249296e-06, 2.2968436272056085e-06, 1.818475044181214e-05, 6.220621930304717e-06, 2.3480599729448374e-06, 0.9999633850819649, 6.600267050109625e-07, 1.630388477339654e-06]"
62,6,0.9999316750731158,"[6.011769906013381e-06, 7.307352826713653e-06, 7.865802170441253e-06, 8.481851897675579e-06, 1.965374728297834e-06, 2.6286398488040226e-05, 0.9999316750731158, 5.401036161790529e-06, 2.3707600148688773e-06, 2.6345806905315168e-06]"
63,3,0.9997150261068296,"[9.708211261302698e-06, 9.762955317910219e-05, 2.475107943214565e-05, 0.9997150261068296, 8.595844724182579e-06, 2.339305071087179e-05, 1.2621881356114421e-05, 6.6354559658061e-06, 7.595322493644341e-05, 2.5685591604337346e-05]"
64,6,0.9999801785110874,"[4.3338401113584473e-07, 9.16611861051366e-07, 8.34999600972951e-06, 1.0403112213313268e-06, 1.545964117008776e-06, 4.400029260201555e-06, 0.9999801785110874, 1.3503697656572115e-06, 1.2540331341397032e-06, 5.307895320726077e-07]"
65,2,0.9999258257284014,"[1.7898381640884833e-06, 2.2700434314372655e-06, 0.9999258257284014, 1.7469199268850977e-05, 1.1661811147752618e-05, 6.059267454375396e-06, 2.8177788204410355e-05, 4.8470324657417195e-06, 8.810309923765975e-07, 1.0182604696089438e-06]"
66,1,0.9996597690832253,"[1.0271180756022804e-05, 0.9996597690832253, 1.7609552858058492e-06, 0.00011454826042711514, 2.071961653707022e-06, 4.0884382523770075e-06, 5.846448786015006e-06, 2.7145118682476774e-06, 0.0001373421911780361, 6.158696856741737e-05]"
67,2,0.999802297427892,"[1.1073610340838632e-05, 6.477971759676098e-06, 0.999802297427892, 6.460510995685992e-05, 1.2444859925636896e-05, 7.226334454877841e-06, 6.777482331333947e-05, 1.8683577724757787e-05, 6.808190940316655e-06, 2.6080936913699376e-06]"
68,3,0.995757346476634,"[1.9966465974210638e-05, 0.00016230846113845596, 6.187971931669221e-05, 0.995757346476634, 0.00013406927485095908, 0.00011758649738170239, 0.00010462226408018615, 0.00039902782943028844, 0.0015962456609898315, 0.0016469473502034974]"
69,7,0.9994372206639469,"[4.059127311652381e-05, 1.4314677585683162e-05, 1.9590836052083518e-05, 4.275240318501068e-05, 0.0002550916347561228, 7.581670648698595e-05, 1.6200337072976306e-05, 0.9994372206639469, 9.402562976235172e-06, 8.901890482132933e-05]"
70,2,0.9983284380344339,"[0.0002498416464430231, 1.3327616826836088e-05, 0.9983284380344339, 0.0011010233764247924, 7.530694585058407e-05, 7.649188199807842e-05, 3.0846453531081345e-05, 5.306068885977306e-05, 5.2874097970781074e-05, 1.8789257660935976e-05]"
71,6,0.9998689268826274,"[5.515335588165592e-06, 6.7934148002850795e-06, 2.5965133726231863e-05, 4.745479366873416e-05, 4.395271936987431e-06, 1.3926588941488551e-05, 0.9998689268826274, 1.8513958413288853e-05, 4.261001523723944e-06, 4.247618773733591e-06]"
72,8,0.9998915018519828,"[2.1437326984816642e-05, 2.2421466206291075e-05, 8.413532907174776e-06, 5.812429850713261e-06, 1.396988532559565e-05, 6.277383076891499e-06, 6.852715314704398e-06, 8.661922041928574e-06, 0.9998915018519828, 1.4651486309059687e-05]"
73,8,0.9999313228276323,"[4.122262999488452e-05, 6.622872099247851e-06, 2.1681366576014336e-06, 7.749993929550415e-07, 2.6237141769530215e-06, 1.1801581937289593e-06, 6.935161992581777e-06, 1.0482969090400296e-06, 0.9999313228276323, 6.101202950784761e-06]"
74,0,0.9986168303016332,"[0.9986168303016332, 0.0001669030197424212, 3.5664000806784086e-05, 5.533724767527421e-06, 7.915156294583409e-05, 3.248524520023702e-06, 6.220833849740217e-05, 5.5484532033595456e-05, 0.0003707242405283066, 0.000604251754524902]"
75,2,0.9999426232996438,"[2.2630278767421263e-06, 1.3007363410621732e-06, 0.9999426232996438, 9.069515451345934e-06, 4.692168625617418e-06, 1.611823280308619e-05, 1.7602287360267016e-05, 4.65959713872685e-06, 8.536711780207073e-07, 8.174635812807747e-07]"
76,9,0.9999866642568132,"[3.592524697444875e-06, 3.528443187154926e-06, 1.0046028029308834e-06, 5.530205723923997e-07, 2.508649402766573e-07, 1.560367367165766e-07, 4.583168788999069e-07, 2.8121653448204925e-06, 9.79768026095798e-07, 0.9999866642568132]"
77,3,0.9999903447809545,"[9.65892043286574e-07, 1.2583131806913079e-06, 5.21575049110196e-07, 0.9999903447809545, 3.7661060682055767e-07, 4.209338952266126e-06, 5.750577340128326e-07, 7.973487229486032e-07, 7.203136284451702e-07, 2.3076912794744312e-07]"
78,3,0.9999686643661692,"[4.4746291986399215e-07, 5.584201931688748e-07, 4.6209980554876826e-07, 0.9999686643661692, 3.21745583465518e-07, 2.5114715314014077e-05, 1.1277651034692897e-06, 1.8894424607288656e-06, 2.122429115820889e-07, 1.2017395390901305e-06]"
79,8,0.9999462643023481,"[1.587877035141958e-05, 6.46762231322247e-06, 2.5930166394231327e-06, 1.5529741683182583e-06, 4.704873277724202e-06, 1.218907936130736e-06, 2.8639784226508676e-06, 3.1700157139023856e-06, 0.9999462643023481, 1.528553882909312e-05]"
80,8,0.9999922721242333,"[1.3461293831476182e-06, 1.5373524755359848e-06, 6.041557623162749e-07, 4.624941755801522e-07, 6.600559221892601e-07, 3.4457571790419513e-07, 1.0614434700799663e-06, 2.349299760677324e-07, 0.9999922721242333, 1.4767388839322424e-06]"
81,1,0.8666288009207536,"[0.0047963294293310215, 0.8666288009207536, 7.360197360654066e-05, 0.00048010953191787974, 6.925177255235357e-05, 0.00014697281038319966, 0.00047528536629765756, 0.0001841809208510144, 0.00048605529351492953, 0.1266594119807919]"
82,1,0.9998844292147054,"[6.087935145493325e-06, 0.9998844292147054, 1.0310301847766208e-05, 6.200834548263214e-06, 5.799544283881746e-06, 1.9071838919240575e-05, 1.6131372738358142e-05, 1.046377287791309e-05, 1.755449523398009e-05, 2.395068969975408e-05]"
83,7,0.9999930261466111,"[4.5146616875006655e-07, 2.451069898726209e-07, 3.6977743307687425e-07, 1.1630478979913247e-06, 2.29098056123944e-06, 9.709823070047546e-07, 3.1662593982769914e-07, 0.9999930261466111, 3.392851848100216e-07, 8.265809061466237e-07]"
84,2,0.9997511560281532,"[2.5396867442018947e-05, 4.851080872885848e-06, 0.9997511560281532, 6.574135624408869e-05, 1.1914070574205052e-05, 2.7444514025019835e-05, 1.563158841928041e-05, 8.52449253628665e-05, 7.647546881370452e-06, 4.972022025027207e-06]"
85,5,0.999647528452917,"[2.8543522887078585e-06, 8.195028417833013e-06, 3.819760068004729e-05, 1.3561685299973643e-05, 2.6541254786766835e-05, 0.999647528452917, 3.101209517856198e-06, 0.00019050401340597282, 3.4598810091764676e-06, 6.605652167648935e-05]"
86,2,0.9990490662148706,"[1.2386037167966834e-05, 7.07693526957643e-06, 0.9990490662148706, 0.00018884843895195747, 1.5534367341196853e-05, 0.00022586036128835647, 2.059483055096329e-05, 0.000340833357177253, 0.00012687649283403448, 1.2922964547959953e-05]"
88,8,0.9999926698532686,"[1.0775800233515694e-06, 9.685835193320847e-07, 4.844216733378741e-07, 2.5930627041581957e-07, 4.349794539199778e-07, 4.0214044279148086e-07, 1.5915172593831557e-06, 3.980973655221459e-07, 0.9999926698532686, 1.713520723369659e-06]"
89,9,0.9997186264103868,"[4.2175816296251305e-05, 2.4372790721887726e-05, 3.559069980198342e-06, 4.1102577225710756e-06, 3.394319586651806e-06, 2.452588620377613e-06, 1.0788955364614034e-05, 4.164862311334374e-05, 0.0001488711682074299, 0.9997186264103868]"
90,0,0.9998074147143489,"[0.9998074147143489, 7.960722413217151e-05, 1.2909106573582292e-05, 2.393649695013035e-06, 3.0159581388531163e-05, 1.911301753902803e-06, 1.992682222604402e-06, 5.571811558008978e-06, 5.300583321045901e-05, 5.034095116850991e-06]"
91,3,0.9999719612266955,"[9.170384431163564e-07, 1.8323967630905718e-06, 6.8152379739974745e-06, 0.9999719612266955, 4.227458562951907e-06, 4.664882135661213e-06, 3.0003355979604716e-06, 2.866609386692356e-06, 2.411658606705184e-06, 1.3031558344142255e-06]"
92,8,0.9999566101327272,"[5.916519034687215e-06, 7.33306520594218e-06, 1.344523117655681e-06, 1.3055482508058137e-06, 3.8291992440033304e-06, 1.046594014545909e-06, 4.010561286196694e-06, 1.8381593108535492e-06, 0.9999566101327272, 1.6765697808087717e-05]"
93,6,0.9999567779702526,"[1.2827827729818427e-06, 1.2436613467425385e-05, 4.916547329512342e-06, 4.193430867017955e-06, 6.305405092776309e-06, 4.715618907893564e-06, 0.9999567779702526, 2.914339584243324e-06, 5.026614954893067e-06, 1.4306767706703285e-06]"
94,4,0.9999263092042489,"[8.926994302150486e-07, 4.4266559143748053e-07, 1.0548795819808977e-05, 7.882901651318133e-07, 0.9999263092042489, 1.0144812640452424e-05, 1.2382054647943178e-06, 4.837547927326989e-05, 9.073378344769413e-07, 3.5250953180315856e-07]"
95,6,0.9999005004645926,"[2.564115633194852e-06, 2.2912608152103283e-06, 1.9552409730282656e-05, 2.366746969497398e-05, 1.3855292882505604e-05, 7.685916075298726e-06, 0.9999005004645926, 5.223353109667375e-06, 3.7086832517777783e-06, 2.0951034214361985e-05]"
96,6,0.9999431061725957,"[9.160483177010193e-07, 1.706534949335258e-06, 5.8340874382430994e-06, 2.187604535338742e-06, 4.310786684977673e-05, 8.510723916038826e-07, 0.9999431061725957, 7.411731022821966e-07, 9.338409674530003e-07, 6.155988526553033e-07]"
97,0,0.9998283581814824,"[0.9998283581814824, 1.122724704074973e-05, 6.586205750589856e-05, 6.845333828639049e-06, 2.8200686206860754e-05, 5.619626059378915e-06, 3.405168426935308e-06, 3.227224008781078e-06, 4.1866944444469505e-05, 5.387530995517928e-06]"
98,0,0.9999760353088085,"[0.9999760353088085, 2.8968469154573614e-06, 5.63435956469688e-06, 1.869431019397715e-06, 2.1517511630256578e-06, 1.7720774130279884e-06, 1.943438436770537e-06, 2.6101967750585108e-06, 1.7876806796160163e-06, 3.2989092243912584e-06]"
99,7,0.9999430045171083,"[2.175117558913249e-06, 7.271553090091571e-06, 8.902796644397541e-06, 2.6779250133644137e-06, 6.146558737013139e-06, 1.1683221192036378e-05, 3.910996079347724e-06, 0.9999430045171083, 1.9983923415609068e-06, 1.2228922234905886e-05]"
100,4,0.9998769123506971,"[4.791520420143804e-06, 2.068587448222572e-06, 1.0792530879917203e-05, 6.260947972713977e-06, 0.9998769123506971, 1.0366152112056206e-05, 1.2177806646003853e-05, 4.9669879434745914e-05, 2.248469813936742e-05, 4.475526249642738e-06]"
101,5,0.999885982407879,"[1.6910576025203875e-06, 2.744446476284097e-06, 2.769692626864826e-06, 2.3376231403584646e-05, 2.1026749488768955e-05, 0.999885982407879, 5.120867074477003e-06, 4.3156511832036326e-05, 8.163628628032964e-06, 5.968406988585571e-06]"
102,6,0.9999901197199746,"[3.383203710530261e-07, 6.526649646723124e-07, 2.112041667698692e-06, 1.0705881378632937e-06, 5.939088564319507e-07, 2.922423410285932e-06, 0.9999901197199746, 8.91388504126808e-07, 4.2838239336191555e-07, 8.705617200138747e-07]"
103,3,0.9999910052646426,"[7.183317375526659e-07, 4.029740055351376e-07, 1.2401186895327049e-06, 0.9999910052646426, 3.6870003947298595e-07, 2.1558743382227297e-06, 2.786820078056789e-06, 6.498952436901633e-07, 1.8036843462256498e-07, 4.916527905451904e-07]"
104,1,0.9999090151314708,"[6.06773244160361e-06, 0.9999090151314708, 2.148974904929301e-06, 4.02992954702772e-06, 1.8694737546582184e-06, 8.747251282788166e-06, 3.2735080165423496e-06, 1.5587227659813088e-05, 7.188278412328883e-06, 4.2072492509559706e-05]"
105,1,0.9999541720515247,"[5.2620480237922935e-06, 0.9999541720515247, 1.0871731233445168e-05, 3.2318772259712916e-06, 1.0788079478612202e-06, 1.492094103981649e-06, 6.051459721343646e-06, 2.3186556512729086e-06, 5.067299200106521e-06, 1.0453975367557928e-05]"
